"id";"data_inversa";"dia_semana";"horario";"uf";"br";"km";"municipio";"causa_acidente";"tipo_acidente";"classificacao_acidente";"fase_dia";"sentido_via";"condicao_metereologica";"tipo_pista";"tracado_via";"uso_solo";"pessoas";"mortos";"feridos_leves";"feridos_graves";"ilesos";"ignorados";"feridos";"veiculos";"latitude";"longitude";"regional";"delegacia";"uop"
343365;2021-02-27;"sábado";"18:30:00";"RS";285;"76.5";"BOM JESUS";"Reação tardia ou ineficiente do condutor";"Tombamento";"Com Vítimas Feridas";"Anoitecer";"Crescente";"Nublado";"Simples";"Curva";"Não";1;0;0;1;0;0;1;1;-28,641621;-50,563793;"SR-RS";"UOP03";"DEL05"
343367;2021-02-27;"sábado";"21:50:00";"SP";116;"161";"JACAREI";"Ingestão de álcool pelo condutor";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;2;-23,27617003;-45,97592098;"SR-SP";"UOP01";"DEL02"
343368;2021-02-27;"sábado";"23:23:00";"PE";232;"252";"ARCOVERDE";"Retorno proibido";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Curva";"Sim";3;0;0;2;0;1;2;2;-8,43086;-37,06536;"SR-PE";"UOP02";"DEL03"
343369;2021-02-27;"sábado";"23:20:00";"RS";116;"245";"SAO LEOPOLDO";"Acesso irregular";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;1;0;1;0;1;2;-29,74980902;-51,15125361;"SR-RS";"UOP02";"DEL01"
343370;2021-02-27;"sábado";"19:40:00";"PR";116;"130";"FAZENDA RIO GRANDE";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Sem Vítimas";"Plena Noite";"Crescente";"Nublado";"Dupla";"Reta";"Sim";2;0;0;0;2;0;0;2;-25,63927799;-49,31302988;"SR-PR";"UOP03";"DEL01"
343371;2021-02-27;"sábado";"20:20:00";"SC";282;"408";"CATANDUVAS";"Ingestão de álcool pelo condutor";"Saída de leito carroçável";"Sem Vítimas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Curva";"Não";1;0;0;0;1;0;0;1;-27,074812;-51,663269;"SR-SC";"UOP05";"DEL07"
343372;2021-02-27;"sábado";"20:20:00";"MS";163;"36";"ELDORADO";"Velocidade Incompatível";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Ignorado";"Simples";"Reta";"Não";2;0;0;1;0;1;1;1;-23,80607589;-54,31318103;"SR-MS";"UOP02";"DEL09"
343373;2021-02-27;"sábado";"21:30:00";"SC";101;"331";"TUBARAO";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Dupla";"Reta";"Não";4;0;1;0;3;0;1;2;-28,45567521;-48,9812689;"SR-SC";"UOP01";"DEL02"
343374;2021-02-27;"sábado";"23:30:00";"SC";101;"330";"CAPIVARI DE BAIXO";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;1;0;0;1;1;2;-28,45115639;-48,97286879;"SR-SC";"UOP01";"DEL02"
343375;2021-02-27;"sábado";"22:30:00";"PE";232;"410";"SERRA TALHADA";"Manobra de mudança de faixa";"Colisão lateral sentido oposto";"Sem Vítimas";"Anoitecer";"Crescente";"Nublado";"Simples";"Reta";"Sim";2;0;0;0;2;0;0;2;-7,98261841;-38,30039606;"SR-PE";"UOP01";"DEL04"
343376;2021-02-27;"sábado";"22:15:00";"TO";153;"249.4";"COLINAS DO TOCANTINS";"Pista esburacada";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Simples";"Curva";"Sim";1;0;1;0;0;0;1;1;-8,070951037;-48,4669824387;"SR-TO";"UOP02";"DEL02"
343377;2021-02-28;"domingo";"00:05:00";"ES";101;"148.9";"LINHARES";"Ingestão de álcool pelo condutor";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Dupla";"Interseção de vias";"Sim";2;0;1;0;1;0;1;2;-19,38787399;-40,06752766;"SR-ES";"UOP01";"DEL04"
343378;2021-02-27;"sábado";"19:45:00";"MA";135;"4";"SAO LUIS";"Acessar a via sem observar a presença dos outros veículos";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Garoa/Chuvisco";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;2;-2,61424881;-44,25257023;"SR-MA";"UOP01";"DEL01"
343379;2021-02-27;"sábado";"20:30:00";"BA";101;"437.4";"MARAU";"Mal súbito do condutor";"Queda de ocupante de veículo";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";1;1;0;0;0;0;0;1;-14,24314;-39,319907;"SR-BA";"UOP01";"DEL05"
343380;2021-02-27;"sábado";"22:50:00";"MS";376;"137";"IVINHEMA";"Ausência de reação do condutor";"Capotamento";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";1;0;1;0;0;0;1;1;-22,37851745;-53,67252424;"SR-MS";"UOP04";"DEL04"
343381;2021-02-28;"domingo";"00:20:00";"GO";364;"59";"CACHOEIRA ALTA";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Chuva";"Simples";"Reta";"Não";2;0;0;1;1;0;1;2;-18,741785;-50,942039;"SR-GO";"UOP02";"DEL05"
343382;2021-02-27;"sábado";"23:50:00";"PB";230;"131.8";"MASSARANDUBA";"Ingestão de substâncias psicoativas pelo condutor";"Saída de leito carroçável";"Sem Vítimas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";1;0;0;0;0;1;0;1;-7,2746;-35,7269;"SR-PB";"UOP01";"DEL02"
343383;2021-02-27;"sábado";"23:30:00";"SC";101;"38";"JOINVILLE";"Desrespeitar a preferência no cruzamento";"Colisão transversal";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Chuva";"Múltipla";"Interseção de vias";"Sim";4;1;3;0;0;0;3;2;-26,29672383;-48,88407469;"SR-SC";"UOP01";"DEL03"
343384;2021-02-28;"domingo";"01:20:00";"GO";40;"31";"LUZIANIA";"Ingestão de álcool pelo condutor";"Saída de leito carroçável";"Sem Vítimas";"Plena Noite";"Decrescente";"Chuva";"Dupla";"Reta";"Não";1;0;0;0;1;0;0;1;-16,284329;-47,857156;"SR-DF";"UOP01";"DEL01"
343385;2021-02-28;"domingo";"02:00:00";"SP";116;"136";"SAO JOSE DOS CAMPOS";"Reação tardia ou ineficiente do condutor";"Colisão com objeto";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Dupla";"Retorno Regulamentado";"Sim";1;0;1;0;0;0;1;1;-23,14874471;-45,77863714;"SR-SP";"UOP01";"DEL02"
343386;2021-02-28;"domingo";"02:29:00";"SC";101;"210.1";"SAO JOSE";"Velocidade Incompatível";"Colisão com objeto";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Chuva";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;1;-27,6167305;-48,6457265;"SR-SC";"UOP01";"DEL01"
343387;2021-02-28;"domingo";"01:50:00";"PB";101;"88.6";"JOAO PESSOA";"Avarias e/ou desgaste excessivo no pneu";"Colisão com objeto";"Sem Vítimas";"Plena Noite";"Crescente";"Chuva";"Dupla";"Reta";"Sim";1;0;0;0;0;1;0;1;-7,17010064;-34,89745975;"SR-PB";"UOP02";"DEL01"
343388;2021-02-28;"domingo";"02:40:00";"PE";423;"73";"JUPI";"Ingestão de álcool pelo condutor";"Colisão frontal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Desvio Temporário";"Sim";4;0;1;2;0;1;3;2;-8,709851;-36,41926432;"SR-PE";"UOP01";"DEL03"
343389;2021-02-27;"sábado";"23:15:00";"SC";282;"668";"PARAISO";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Não Informado";"Não";3;1;0;0;0;2;0;2;-26,641872;-53,625648;"SR-SC";"UOP03";"DEL07"
343390;2021-02-28;"domingo";"02:45:00";"SC";282;"504";"XANXERE";"Velocidade Incompatível";"Capotamento";"Sem Vítimas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Curva";"Sim";3;0;0;0;3;0;0;1;-26,88429672;-52,40851879;"SR-SC";"UOP01";"DEL07"
343391;2021-02-27;"sábado";"20:00:00";"GO";364;"62";"CACHOEIRA ALTA";"Reação tardia ou ineficiente do condutor";"Saída de leito carroçável";"Com Vítimas Fatais";"Anoitecer";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";2;1;0;1;0;0;1;1;-18,71615;-50,958336;"SR-GO";"UOP02";"DEL05"
343392;2021-02-28;"domingo";"00:50:00";"SP";381;"74";"SAO PAULO";"Chuva";"Capotamento";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nevoeiro/Neblina";"Dupla";"Curva";"Não";2;0;0;1;1;0;1;1;-23,37208014;-46,55700294;"SR-SP";"UOP01";"DEL03"
343393;2021-02-28;"domingo";"04:25:00";"MG";251;"506.6";"FRANCISCO SA";"Pista Escorregadia";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Garoa/Chuvisco";"Simples";"Não Informado";"Não";1;0;1;0;0;0;1;1;-16,61894941;-43,6887828;"SR-MG";"UOP01";"DEL12"
343394;2021-02-28;"domingo";"03:40:00";"MS";262;"376";"TERENOS";"Ausência de reação do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Curva";"Não";1;0;1;0;0;0;1;1;-20,48574084;-54,82946269;"SR-MS";"UOP03";"DEL01"
343395;2021-02-28;"domingo";"04:50:00";"ES";262;"1.8";"CARIACICA";"Ingestão de álcool e/ou substâncias psicoativas pelo pedestre";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Dupla";"Reta";"Sim";2;0;0;1;1;0;1;1;-20,33269774;-40,35742544;"SR-ES";"UOP01";"DEL01"
343396;2021-02-28;"domingo";"03:50:00";"PE";116;"80";"CABROBO";"Animais na Pista";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Simples";"Reta";"Não";1;0;1;0;0;0;1;1;-8,525343;-39,218342;"SR-PE";"UAP01";"DEL05"
343397;2021-02-28;"domingo";"04:00:00";"MG";40;"688.6";"ALFREDO VASCONCELOS";"Velocidade Incompatível";"Saída de leito carroçável";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Garoa/Chuvisco";"Simples";"Curva";"Não";1;0;1;0;0;0;1;1;-21,08759993;-43,77189218;"SR-MG";"UOP02";"DEL05"
343398;2021-02-28;"domingo";"04:00:00";"MS";163;"262";"DOURADOS";"Reação tardia ou ineficiente do condutor";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";1;0;0;1;0;0;1;1;-22,23794214;-54,76272583;"SR-MS";"UOP01";"DEL04"
343399;2021-02-28;"domingo";"05:40:00";"PR";487;"162.9";"CAMPO MOURAO";"Deficiência do Sistema de Iluminação/Sinalização";"Colisão traseira";"Com Vítimas Fatais";"Amanhecer";"Crescente";"Céu Claro";"Simples";"Não Informado";"Não";4;1;1;1;0;1;2;2;-23,98313502;-52,52941701;"SR-PR";"UOP03";"DEL09"
343400;2021-02-28;"domingo";"05:50:00";"PE";101;"49";"ABREU E LIMA";"Manobra de mudança de faixa";"Colisão com objeto";"Sem Vítimas";"Pleno dia";"Crescente";"Chuva";"Múltipla";"Curva";"Sim";1;0;0;0;1;0;0;1;-7,9005152;-34,90180641;"SR-PE";"UOP02";"DEL01"
343401;2021-02-28;"domingo";"05:50:00";"SP";116;"201.1";"ARUJA";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Nublado";"Dupla";"Curva";"Sim";2;0;1;0;0;1;1;2;-23,40362877;-46,33050107;"SR-SP";"UOP01";"DEL01"
343403;2021-02-28;"domingo";"02:00:00";"MG";365;"682";"MONTE ALEGRE DE MINAS";"Condutor Dormindo";"Colisão com objeto";"Sem Vítimas";"Plena Noite";"Decrescente";"Nublado";"Dupla";"Reta";"Não";1;0;0;0;1;0;0;1;-18,85061244;-48,83796296;"SR-MG";"UOP01";"DEL15"
343404;2021-02-28;"domingo";"05:30:00";"MG";116;"790.3";"LEOPOLDINA";"Condutor Dormindo";"Saída de leito carroçável";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Céu Claro";"Simples";"Reta";"Não";3;0;2;0;0;1;2;1;-21,67548514;-42,73250632;"SR-MG";"UOP01";"DEL07"
343405;2021-02-27;"sábado";"22:30:00";"RJ";116;"283";"BARRA MANSA";"Ausência de reação do condutor";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Múltipla";"Curva";"Não";5;0;3;0;2;0;3;2;-22,51669896;-44,20814495;"SR-RJ";"UOP02";"DEL07"
343406;2021-02-28;"domingo";"05:25:00";"PR";153;"118.3";"IBAITI";"Demais falhas mecânicas ou elétricas";"Incêndio";"Sem Vítimas";"Amanhecer";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";1;0;0;0;1;0;0;1;-23,91600185;-50,21944506;"SR-PR";"UOP03";"DEL07"
343407;2021-02-28;"domingo";"06:30:00";"RJ";101;"66.9";"CAMPOS DOS GOYTACAZES";"Reação tardia ou ineficiente do condutor";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Reta";"Sim";3;0;1;2;0;0;3;1;-21,76751094;-41,34876249;"SR-RJ";"UOP02";"DEL08"
343408;2021-02-28;"domingo";"05:50:00";"PR";116;"126";"FAZENDA RIO GRANDE";"Ausência de reação do condutor";"Engavetamento";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";4;0;1;0;3;0;1;3;-25,637653;-49,313082;"SR-PR";"UOP03";"DEL01"
343409;2021-02-28;"domingo";"06:45:00";"SP";381;"88";"GUARULHOS";"Velocidade Incompatível";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";1;0;1;0;0;0;1;1;-23,47469314;-46,56112919;"SR-SP";"UOP01";"DEL03"
343410;2021-02-28;"domingo";"06:10:00";"MG";364;"15.3";"FRUTAL";"Velocidade Incompatível";"Colisão frontal";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Nublado";"Simples";"Reta";"Não";3;1;0;1;1;0;1;2;-20,07062;-48,78876;"SR-MG";"UOP02";"DEL13"
343411;2021-02-28;"domingo";"05:00:00";"RJ";101;"323";"NITEROI";"Reação tardia ou ineficiente do condutor";"Colisão com objeto";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";3;0;1;0;2;0;1;3;-22,87684786;-43,11728689;"SR-RJ";"UOP02";"DEL02"
343412;2021-02-28;"domingo";"04:20:00";"MT";70;"225";"POXOREO";"Falta de acostamento";"Colisão com objeto";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Garoa/Chuvisco";"Simples";"Curva";"Não";1;0;1;0;0;0;1;1;-15,656784;-53,90401;"SR-MT";"UOP01";"DEL05"
343413;2021-01-27;"quarta";"01:16:00";"PR";376;"616";"SAO JOSE DOS PINHAIS";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Sem Vítimas";"Plena Noite";"Decrescente";"Chuva";"Dupla";"Reta";"Não";2;0;0;0;0;2;0;2;-25,57583659;-49,17953679;"SR-PR";"UOP04";"DEL01"
343414;2021-02-27;"sábado";"23:10:00";"MG";116;"25";"CACHOEIRA DE PAJEU";"Condutor Dormindo";"Saída de leito carroçável";"Sem Vítimas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";1;0;0;0;1;0;0;1;-15,87144601;-41,43021999;"SR-BA";"UOP03";"DEL08"
343415;2021-02-28;"domingo";"03:00:00";"SP";381;"84";"SAO PAULO";"Velocidade Incompatível";"Capotamento";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";1;0;1;0;0;0;1;1;-23,43937;-46,56807;"SR-SP";"UOP01";"DEL03"
343416;2021-02-28;"domingo";"06:30:00";"MG";381;"154.5";"GOVERNADOR VALADARES";"Animais na Pista";"Atropelamento de Animal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Não";2;0;2;0;0;0;2;1;-18,88666107;-42,00230199;"SR-MG";"UOP01";"DEL06"
343417;2021-02-28;"domingo";"04:30:00";"RJ";101;"411";"ITAGUAI";"Animais na Pista";"Atropelamento de Animal";"Sem Vítimas";"Amanhecer";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";1;0;0;0;1;0;0;1;-22,89484687;-43,84753204;"SR-RJ";"UOP04";"DEL01"
343418;2021-02-28;"domingo";"06:40:00";"ES";101;"355";"ANCHIETA";"Desrespeitar a preferência no cruzamento";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Nublado";"Simples";"Reta";"Não";2;0;1;0;1;0;1;2;-20,68854312;-40,67978692;"SR-ES";"UOP01";"DEL03"
343420;2021-02-28;"domingo";"07:30:00";"ES";101;"240";"FUNDAO";"Conversão proibida";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Não";3;0;1;0;2;0;1;2;-20,01594191;-40,40401764;"SR-ES";"UOP01";"DEL02"
343421;2021-02-28;"domingo";"00:15:00";"MG";381;"300";"ANTONIO DIAS";"Chuva";"Colisão com objeto";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Chuva";"Dupla";"Reta";"Não";3;0;0;1;2;0;1;1;-19,636885;-42,89911294;"SR-MG";"UOP02";"DEL03"
343422;2021-02-28;"domingo";"07:40:00";"MG";262;"385";"MATEUS LEME";"Velocidade Incompatível";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Curva";"Não";4;0;4;0;0;0;4;1;-19,93407809;-44,42855871;"SR-MG";"UOP03";"DEL01"
343423;2021-02-28;"domingo";"07:20:00";"MG";381;"502.3";"BETIM";"Velocidade Incompatível";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Curva";"Sim";1;0;0;0;0;1;0;1;-20,03619694;-44,24586303;"SR-MG";"UOP03";"DEL01"
343424;2021-02-28;"domingo";"05:45:00";"MG";116;"539.2";"SANTA RITA DE MINAS";"Ingestão de álcool pelo condutor";"Colisão com objeto";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";3;0;2;0;1;0;2;1;-19,88240027;-42,13242591;"SR-MG";"UOP02";"DEL06"
343425;2021-02-28;"domingo";"03:30:00";"SP";101;"48.9";"UBATUBA";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";2;0;1;0;0;1;1;2;-23,43696329;-45,08768768;"SR-SP";"UOP02";"DEL06"
343426;2021-02-28;"domingo";"07:30:00";"RJ";116;"194";"NOVA IGUACU";"Ingestão de álcool pelo condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Múltipla";"Reta";"Sim";2;0;1;0;1;0;1;2;-22,73711632;-43,53793909;"SR-RJ";"UOP02";"DEL01"
343427;2021-02-28;"domingo";"08:00:00";"ES";101;"265";"SERRA";"Ingestão de álcool e/ou substâncias psicoativas pelo pedestre";"Colisão com objeto";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Múltipla";"Desvio Temporário";"Sim";2;0;1;0;1;0;1;1;-20,1816849;-40,26536036;"SR-ES";"UOP01";"DEL02"
343428;2021-02-27;"sábado";"22:50:00";"MG";116;"581";"MANHUACU";"Ingestão de álcool pelo condutor";"Colisão frontal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Garoa/Chuvisco";"Simples";"Curva";"Não";8;0;3;0;5;0;3;2;-20,19603401;-42,18344405;"SR-MG";"UOP04";"DEL06"
343429;2021-02-09;"terça";"04:50:00";"SP";116;"362";"MIRACATU";"Velocidade Incompatível";"Tombamento";"Sem Vítimas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Curva";"Não";1;0;0;0;1;0;0;1;-24,1220177;-47,27047772;"SR-SP";"UOP02";"DEL04"
343430;2021-02-28;"domingo";"09:20:00";"RJ";116;"173";"MESQUITA";"Manobra de mudança de faixa";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Múltipla";"Reta";"Sim";2;0;2;0;0;0;2;1;-22,79810324;-43,35726614;"SR-RJ";"UOP02";"DEL01"
343431;2021-02-28;"domingo";"09:30:00";"SC";101;"79.5";"ARAQUARI";"Acumulo de óleo sobre o pavimento";"Colisão com objeto";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Garoa/Chuvisco";"Múltipla";"Interseção de vias";"Sim";2;0;1;0;1;0;1;1;-26,58559601;-48,72192112;"SR-SC";"UOP02";"DEL03"
343432;2021-02-28;"domingo";"09:30:00";"SC";101;"129.1";"CAMBORIU";"Reação tardia ou ineficiente do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Dupla";"Curva";"Sim";2;0;1;0;1;0;1;1;-26,98064277;-48,6790679;"SR-SC";"UOP03";"DEL04"
343433;2021-02-28;"domingo";"05:00:00";"RJ";101;"287";"ITABORAI";"Ingestão de álcool pelo condutor";"Colisão com objeto";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Céu Claro";"Dupla";"Desvio Temporário";"Não";2;0;2;0;0;0;2;1;-22,75517486;-42,83462502;"SR-RJ";"UOP03";"DEL02"
343434;2021-01-24;"domingo";"19:30:00";"CE";222;"140";"IRAUCUBA";"Reação tardia ou ineficiente do condutor";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;1;1;0;0;2;2;-3,74922845;-39,70828968;"SR-CE";"UOP03";"DEL04"
343435;2021-02-28;"domingo";"08:30:00";"SP";116;"356";"MIRACATU";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Não Informado";"Não";4;0;2;1;1;0;3;2;-24,09783305;-47,25739002;"SR-SP";"UOP02";"DEL04"
343437;2021-02-28;"domingo";"09:10:00";"MT";364;"337.8";"SANTO ANTONIO DO LEVERGER";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Reta";"Não";2;0;1;0;1;0;1;2;-15,833065;-55,468155;"SR-MT";"UOP02";"DEL05"
343438;2021-02-28;"domingo";"10:20:00";"PR";116;"110";"CURITIBA";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Não Informado";"Sim";2;0;1;0;1;0;1;2;-25,57012941;-49,21736805;"SR-PR";"UOP01";"DEL01"
343439;2021-02-28;"domingo";"10:50:00";"MG";262;"386.7";"MATEUS LEME";"Velocidade Incompatível";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";1;0;1;0;0;0;1;1;-19,91818541;-44,48067713;"SR-MG";"UOP03";"DEL01"
343440;2021-02-28;"domingo";"06:50:00";"BA";116;"691";"JEQUIE";"Reação tardia ou ineficiente do condutor";"Tombamento";"Sem Vítimas";"Pleno dia";"Decrescente";"Sol";"Simples";"Desvio Temporário";"Não";1;0;0;0;1;0;0;1;-13,94789006;-40,16494773;"SR-BA";"UOP01";"DEL03"
343441;2021-02-28;"domingo";"10:10:00";"SP";116;"122";"CACAPAVA";"Avarias e/ou desgaste excessivo no pneu";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Reta";"Não";2;0;0;2;0;0;2;1;-23,08192414;-45,66154591;"SR-SP";"UOP02";"DEL02"
343442;2021-01-25;"segunda";"14:55:00";"MG";50;"172.2";"UBERABA";"Reação tardia ou ineficiente do condutor";"Capotamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";1;0;1;0;0;0;1;1;-19,75402507;-47,98051917;"SR-MG";"UOP01";"DEL13"
343443;2021-02-28;"domingo";"08:40:00";"BA";101;"142";"TEODORO SAMPAIO";"Ultrapassagem Indevida";"Colisão frontal";"Com Vítimas Fatais";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Curva";"Não";8;2;5;1;0;0;6;2;-12,256782;-38,645088;"SR-BA";"UOP04";"DEL01"
343444;2021-02-28;"domingo";"11:20:00";"PR";116;"17";"ANTONINA";"Pista Escorregadia";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Curva";"Não";2;0;0;0;2;0;0;1;-25,10305915;-48,70103892;"SR-PR";"UOP02";"DEL01"
343445;2021-02-28;"domingo";"11:40:00";"PE";232;"147";"SAO CAITANO";"Velocidade Incompatível";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Dupla";"Reta";"Sim";1;0;1;0;0;0;1;1;-8,33331;-36,13883;"SR-PE";"UOP02";"DEL02"
343447;2021-02-28;"domingo";"11:35:00";"SP";381;"85";"SAO PAULO";"Pedestre cruzava a pista fora da faixa";"Atropelamento de Pedestre";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Céu Claro";"Múltipla";"Reta";"Sim";2;1;0;0;1;0;0;1;-23,449343;-46,56983501;"SR-SP";"UOP01";"DEL03"
343448;2021-02-28;"domingo";"09:40:00";"RO";364;"35";"VILHENA";"Acessar a via sem observar a presença dos outros veículos";"Capotamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Simples";"Desvio Temporário";"Não";4;0;1;0;3;0;1;2;-12,67080681;-60,30359285;"SR-RO";"UOP01";"DEL04"
343449;2021-02-28;"domingo";"11:50:00";"SP";153;"108.9";"JOSE BONIFACIO";"Avarias e/ou desgaste excessivo no pneu";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Reta";"Não";2;0;2;0;0;0;2;1;-21,07208391;-49,66656517;"SR-SP";"UOP01";"DEL09"
343450;2021-02-28;"domingo";"12:40:00";"PR";376;"652";"TIJUCAS DO SUL";"Chuva";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Curva";"Não";4;0;1;0;2;1;1;2;-25,8461583;-49,068884;"SR-PR";"UOP04";"DEL01"
343451;2021-02-28;"domingo";"11:40:00";"SP";116;"340";"MIRACATU";"Velocidade Incompatível";"Capotamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";1;0;1;0;0;0;1;1;-24,00328505;-47,15633198;"SR-SP";"UOP02";"DEL04"
